host_city,year,host_country,artist_country,running_order
Baku,2012,Azerbaijan,Moldova,17.0
Baku,2012,Azerbaijan,Iceland,2.0
Baku,2012,Azerbaijan,Bulgaria,8.0
Baku,2012,Azerbaijan,Croatia,10.0
Baku,2012,Azerbaijan,Slovakia,15.0
Baku,2012,Azerbaijan,Belarus,5.0
Baku,2012,Azerbaijan,Slovenia,9.0
Baku,2012,Azerbaijan,Portugal,6.0
Baku,2012,Azerbaijan,Netherlands,3.0
Baku,2012,Azerbaijan,Georgia,12.0
Baku,2012,Azerbaijan,Bosnia & Herzegovina,17.0
Baku,2012,Azerbaijan,Lithuania,18.0
Baku,2012,Azerbaijan,Ukraine,7.0
Baku,2012,Azerbaijan,Norway,16.0
Baku,2012,Azerbaijan,Malta,4.0
Baku,2012,Azerbaijan,Turkey,13.0
Baku,2012,Azerbaijan,Estonia,14.0
Baku,2012,Azerbaijan,North Macedonia,2.0
Baku,2012,Azerbaijan,Sweden,11.0
Baku,2012,Azerbaijan,Serbia,1.0
Baku,2012,Azerbaijan,France,9.0
Baku,2012,Azerbaijan,Azerbaijan,13.0
Baku,2012,Azerbaijan,United Kingdom,1.0
Baku,2012,Azerbaijan,Italy,10.0
Baku,2012,Azerbaijan,Spain,19.0
Baku,2012,Azerbaijan,Germany,20.0
Baku,2012,Azerbaijan,Bosnia & Herzegovina,5.0
Baku,2012,Azerbaijan,Lithuania,4.0
Baku,2012,Azerbaijan,Ukraine,25.0
Baku,2012,Azerbaijan,Norway,12.0
Baku,2012,Azerbaijan,Malta,21.0
Baku,2012,Azerbaijan,Turkey,18.0
Baku,2012,Azerbaijan,Estonia,11.0
Baku,2012,Azerbaijan,North Macedonia,22.0
Baku,2012,Azerbaijan,Sweden,17.0
Baku,2012,Azerbaijan,Serbia,24.0
Baku,2012,Azerbaijan,Hungary,2.0
Baku,2012,Azerbaijan,Ireland,23.0
Baku,2012,Azerbaijan,Greece,16.0
Baku,2012,Azerbaijan,Russia,6.0
Baku,2012,Azerbaijan,Denmark,15.0
Baku,2012,Azerbaijan,Albania,3.0
Baku,2012,Azerbaijan,Romania,14.0
Baku,2012,Azerbaijan,Cyprus,8.0
Baku,2012,Azerbaijan,Moldova,26.0
Baku,2012,Azerbaijan,Iceland,7.0
Düsseldorf,2011,Germany,Albania,3.0
Düsseldorf,2011,Germany,Poland,1.0
Düsseldorf,2011,Germany,Malta,11.0
Düsseldorf,2011,Germany,Portugal,16.0
Düsseldorf,2011,Germany,San Marino,12.0
Düsseldorf,2011,Germany,Armenia,4.0
Düsseldorf,2011,Germany,Norway,2.0
Düsseldorf,2011,Germany,Turkey,5.0
Düsseldorf,2011,Germany,Croatia,13.0
Düsseldorf,2011,Germany,Finland,10.0
Düsseldorf,2011,Germany,Georgia,9.0
Düsseldorf,2011,Germany,Greece,19.0
Düsseldorf,2011,Germany,Iceland,14.0
Düsseldorf,2011,Germany,Russia,7.0
Düsseldorf,2011,Germany,Serbia,6.0
Düsseldorf,2011,Germany,Switzerland,8.0
Düsseldorf,2011,Germany,Azerbaijan,18.0
Düsseldorf,2011,Germany,Hungary,15.0
Düsseldorf,2011,Germany,Lithuania,17.0
Düsseldorf,2011,Germany,Belgium,4.0
Düsseldorf,2011,Germany,Cyprus,9.0
Düsseldorf,2011,Germany,Slovakia,5.0
Düsseldorf,2011,Germany,Netherlands,3.0
Düsseldorf,2011,Germany,Belarus,16.0
Düsseldorf,2011,Germany,Bulgaria,10.0
Düsseldorf,2011,Germany,North Macedonia,11.0
Düsseldorf,2011,Germany,Israel,12.0
Düsseldorf,2011,Germany,Latvia,17.0
Düsseldorf,2011,Germany,Austria,2.0
Düsseldorf,2011,Germany,Bosnia & Herzegovina,1.0
Düsseldorf,2011,Germany,Moldova,7.0
Düsseldorf,2011,Germany,Sweden,8.0
Düsseldorf,2011,Germany,Ukraine,6.0
Düsseldorf,2011,Germany,Denmark,18.0
Düsseldorf,2011,Germany,Estonia,15.0
Düsseldorf,2011,Germany,Ireland,19.0
Düsseldorf,2011,Germany,Romania,14.0
Düsseldorf,2011,Germany,Slovenia,13.0
Düsseldorf,2011,Germany,Spain,22.0
Düsseldorf,2011,Germany,France,11.0
Düsseldorf,2011,Germany,United Kingdom,14.0
Düsseldorf,2011,Germany,Italy,12.0
Düsseldorf,2011,Germany,Germany,16.0
Düsseldorf,2011,Germany,Austria,18.0
Düsseldorf,2011,Germany,Bosnia & Herzegovina,2.0
Düsseldorf,2011,Germany,Moldova,15.0
Düsseldorf,2011,Germany,Sweden,7.0
Düsseldorf,2011,Germany,Ukraine,23.0
Düsseldorf,2011,Germany,Denmark,3.0
Düsseldorf,2011,Germany,Estonia,8.0
Düsseldorf,2011,Germany,Ireland,6.0
Düsseldorf,2011,Germany,Romania,17.0
Düsseldorf,2011,Germany,Slovenia,20.0
Düsseldorf,2011,Germany,Finland,1.0
Düsseldorf,2011,Germany,Georgia,25.0
Düsseldorf,2011,Germany,Greece,9.0
Düsseldorf,2011,Germany,Iceland,21.0
Düsseldorf,2011,Germany,Russia,10.0
Düsseldorf,2011,Germany,Serbia,24.0
Düsseldorf,2011,Germany,Switzerland,13.0
Düsseldorf,2011,Germany,Azerbaijan,19.0
Düsseldorf,2011,Germany,Hungary,5.0
Düsseldorf,2011,Germany,Lithuania,4.0
Oslo,2010,Norway,Estonia,3.0
Oslo,2010,Norway,Poland,9.0
Oslo,2010,Norway,Latvia,6.0
Oslo,2010,Norway,North Macedonia,15.0
Oslo,2010,Norway,Malta,11.0
Oslo,2010,Norway,Slovakia,4.0
Oslo,2010,Norway,Finland,5.0
Oslo,2010,Norway,Albania,12.0
Oslo,2010,Norway,Belgium,10.0
Oslo,2010,Norway,Belarus,16.0
Oslo,2010,Norway,Portugal,14.0
Oslo,2010,Norway,Moldova,1.0
Oslo,2010,Norway,Iceland,17.0
Oslo,2010,Norway,Bosnia & Herzegovina,8.0
Oslo,2010,Norway,Greece,13.0
Oslo,2010,Norway,Russia,2.0
Oslo,2010,Norway,Serbia,7.0
Oslo,2010,Norway,Croatia,15.0
Oslo,2010,Norway,Bulgaria,13.0
Oslo,2010,Norway,Netherlands,9.0
Oslo,2010,Norway,Sweden,6.0
Oslo,2010,Norway,Slovenia,11.0
Oslo,2010,Norway,Lithuania,1.0
Oslo,2010,Norway,Switzerland,5.0
Oslo,2010,Norway,Armenia,2.0
Oslo,2010,Norway,Israel,3.0
Oslo,2010,Norway,Romania,10.0
Oslo,2010,Norway,Cyprus,14.0
Oslo,2010,Norway,Azerbaijan,7.0
Oslo,2010,Norway,Denmark,4.0
Oslo,2010,Norway,Ukraine,8.0
Oslo,2010,Norway,Ireland,12.0
Oslo,2010,Norway,Turkey,17.0
Oslo,2010,Norway,Georgia,16.0
Oslo,2010,Norway,Armenia,21.0
Oslo,2010,Norway,Israel,24.0
Oslo,2010,Norway,Romania,19.0
Oslo,2010,Norway,Cyprus,5.0
Oslo,2010,Norway,Azerbaijan,1.0
Oslo,2010,Norway,Denmark,25.0
Oslo,2010,Norway,Ukraine,17.0
Oslo,2010,Norway,Ireland,10.0
Oslo,2010,Norway,Turkey,14.0
Oslo,2010,Norway,Georgia,13.0
Oslo,2010,Norway,Albania,15.0
Oslo,2010,Norway,Belgium,7.0
Oslo,2010,Norway,Belarus,9.0
Oslo,2010,Norway,Portugal,23.0
Oslo,2010,Norway,Moldova,4.0
Oslo,2010,Norway,Iceland,16.0
Oslo,2010,Norway,Bosnia & Herzegovina,6.0
Oslo,2010,Norway,Greece,11.0
Oslo,2010,Norway,Russia,20.0
Oslo,2010,Norway,Serbia,8.0
Oslo,2010,Norway,United Kingdom,12.0
Oslo,2010,Norway,France,18.0
Oslo,2010,Norway,Spain,2.0
Oslo,2010,Norway,Germany,22.0
Oslo,2010,Norway,Norway,3.0
Moscow,2009,Russia,Belarus,4.0
Moscow,2009,Russia,North Macedonia,13.0
Moscow,2009,Russia,Switzerland,8.0
Moscow,2009,Russia,Bulgaria,11.0
Moscow,2009,Russia,Montenegro,1.0
Moscow,2009,Russia,Czech Republic,2.0
Moscow,2009,Russia,Andorra,7.0
Moscow,2009,Russia,Belgium,3.0
Moscow,2009,Russia,Armenia,6.0
Moscow,2009,Russia,Malta,17.0
Moscow,2009,Russia,Romania,14.0
Moscow,2009,Russia,Turkey,9.0
Moscow,2009,Russia,Finland,15.0
Moscow,2009,Russia,Portugal,16.0
Moscow,2009,Russia,Iceland,12.0
Moscow,2009,Russia,Israel,10.0
Moscow,2009,Russia,Bosnia & Herzegovina,18.0
Moscow,2009,Russia,Sweden,5.0
Moscow,2009,Russia,Slovakia,8.0
Moscow,2009,Russia,Ireland,2.0
Moscow,2009,Russia,Cyprus,7.0
Moscow,2009,Russia,Poland,5.0
Moscow,2009,Russia,Serbia,4.0
Moscow,2009,Russia,Hungary,11.0
Moscow,2009,Russia,Latvia,3.0
Moscow,2009,Russia,Netherlands,19.0
Moscow,2009,Russia,Slovenia,10.0
Moscow,2009,Russia,Albania,16.0
Moscow,2009,Russia,Moldova,15.0
Moscow,2009,Russia,Estonia,18.0
Moscow,2009,Russia,Croatia,1.0
Moscow,2009,Russia,Lithuania,14.0
Moscow,2009,Russia,Greece,13.0
Moscow,2009,Russia,Ukraine,17.0
Moscow,2009,Russia,Norway,6.0
Moscow,2009,Russia,Azerbaijan,12.0
Moscow,2009,Russia,Denmark,9.0
Moscow,2009,Russia,France,3.0
Moscow,2009,Russia,Germany,17.0
Moscow,2009,Russia,United Kingdom,23.0
Moscow,2009,Russia,Spain,25.0
Moscow,2009,Russia,Russia,10.0
Moscow,2009,Russia,Albania,19.0
Moscow,2009,Russia,Moldova,13.0
Moscow,2009,Russia,Estonia,15.0
Moscow,2009,Russia,Croatia,5.0
Moscow,2009,Russia,Lithuania,1.0
Moscow,2009,Russia,Greece,8.0
Moscow,2009,Russia,Ukraine,21.0
Moscow,2009,Russia,Norway,20.0
Moscow,2009,Russia,Azerbaijan,11.0
Moscow,2009,Russia,Denmark,16.0
Moscow,2009,Russia,Armenia,9.0
Moscow,2009,Russia,Malta,14.0
Moscow,2009,Russia,Romania,22.0
Moscow,2009,Russia,Turkey,18.0
Moscow,2009,Russia,Finland,24.0
Moscow,2009,Russia,Portugal,6.0
Moscow,2009,Russia,Iceland,7.0
Moscow,2009,Russia,Israel,2.0
Moscow,2009,Russia,Bosnia & Herzegovina,12.0
Moscow,2009,Russia,Sweden,4.0
Belgrade,2008,Serbia,Andorra,12.0
Belgrade,2008,Serbia,Belgium,6.0
Belgrade,2008,Serbia,Slovenia,8.0
Belgrade,2008,Serbia,San Marino,5.0
Belgrade,2008,Serbia,Moldova,4.0
Belgrade,2008,Serbia,Netherlands,15.0
Belgrade,2008,Serbia,Estonia,3.0
Belgrade,2008,Serbia,Ireland,11.0
Belgrade,2008,Serbia,Montenegro,1.0
Belgrade,2008,Serbia,Russia,18.0
Belgrade,2008,Serbia,Azerbaijan,7.0
Belgrade,2008,Serbia,Armenia,14.0
Belgrade,2008,Serbia,Norway,9.0
Belgrade,2008,Serbia,Romania,17.0
Belgrade,2008,Serbia,Bosnia & Herzegovina,13.0
Belgrade,2008,Serbia,Poland,10.0
Belgrade,2008,Serbia,Israel,2.0
Belgrade,2008,Serbia,Greece,19.0
Belgrade,2008,Serbia,Finland,16.0
Belgrade,2008,Serbia,Malta,16.0
Belgrade,2008,Serbia,Czech Republic,8.0
Belgrade,2008,Serbia,Lithuania,5.0
Belgrade,2008,Serbia,Hungary,15.0
Belgrade,2008,Serbia,Belarus,9.0
Belgrade,2008,Serbia,Cyprus,17.0
Belgrade,2008,Serbia,North Macedonia,18.0
Belgrade,2008,Serbia,Switzerland,7.0
Belgrade,2008,Serbia,Bulgaria,12.0
Belgrade,2008,Serbia,Georgia,14.0
Belgrade,2008,Serbia,Turkey,3.0
Belgrade,2008,Serbia,Sweden,2.0
Belgrade,2008,Serbia,Albania,6.0
Belgrade,2008,Serbia,Latvia,10.0
Belgrade,2008,Serbia,Iceland,1.0
Belgrade,2008,Serbia,Ukraine,4.0
Belgrade,2008,Serbia,Portugal,19.0
Belgrade,2008,Serbia,Denmark,13.0
Belgrade,2008,Serbia,Croatia,11.0
Belgrade,2008,Serbia,Georgia,17.0
Belgrade,2008,Serbia,Turkey,12.0
Belgrade,2008,Serbia,Sweden,15.0
Belgrade,2008,Serbia,Albania,3.0
Belgrade,2008,Serbia,Latvia,14.0
Belgrade,2008,Serbia,Iceland,11.0
Belgrade,2008,Serbia,Ukraine,18.0
Belgrade,2008,Serbia,Portugal,13.0
Belgrade,2008,Serbia,Denmark,16.0
Belgrade,2008,Serbia,Croatia,9.0
Belgrade,2008,Serbia,United Kingdom,2.0
Belgrade,2008,Serbia,Spain,22.0
Belgrade,2008,Serbia,Serbia,23.0
Belgrade,2008,Serbia,Germany,4.0
Belgrade,2008,Serbia,France,19.0
Belgrade,2008,Serbia,Russia,24.0
Belgrade,2008,Serbia,Azerbaijan,20.0
Belgrade,2008,Serbia,Armenia,5.0
Belgrade,2008,Serbia,Norway,25.0
Belgrade,2008,Serbia,Romania,1.0
Belgrade,2008,Serbia,Bosnia & Herzegovina,6.0
Belgrade,2008,Serbia,Poland,10.0
Belgrade,2008,Serbia,Israel,7.0
Belgrade,2008,Serbia,Greece,21.0
Belgrade,2008,Serbia,Finland,8.0
Helsinki,2007,Finland,Austria,27.0
Helsinki,2007,Finland,Belgium,24.0
Helsinki,2007,Finland,Estonia,23.0
Helsinki,2007,Finland,Andorra,21.0
Helsinki,2007,Finland,Malta,20.0
Helsinki,2007,Finland,Norway,19.0
Helsinki,2007,Finland,Portugal,17.0
Helsinki,2007,Finland,Czech Republic,16.0
Helsinki,2007,Finland,Poland,14.0
Helsinki,2007,Finland,Croatia,13.0
Helsinki,2007,Finland,Denmark,12.0
Helsinki,2007,Finland,Albania,11.0
Helsinki,2007,Finland,Netherlands,10.0
Helsinki,2007,Finland,Switzerland,8.0
Helsinki,2007,Finland,Montenegro,7.0
Helsinki,2007,Finland,Iceland,5.0
Helsinki,2007,Finland,Cyprus,3.0
Helsinki,2007,Finland,Israel,2.0
Helsinki,2007,Finland,Latvia,28.0
Helsinki,2007,Finland,Turkey,26.0
Helsinki,2007,Finland,Slovenia,25.0
Helsinki,2007,Finland,Hungary,22.0
Helsinki,2007,Finland,North Macedonia,18.0
Helsinki,2007,Finland,Serbia,15.0
Helsinki,2007,Finland,Moldova,9.0
Helsinki,2007,Finland,Georgia,6.0
Helsinki,2007,Finland,Belarus,4.0
Helsinki,2007,Finland,Bulgaria,1.0
Helsinki,2007,Finland,Armenia,23.0
Helsinki,2007,Finland,Romania,20.0
Helsinki,2007,Finland,United Kingdom,19.0
Helsinki,2007,Finland,Ukraine,18.0
Helsinki,2007,Finland,Germany,16.0
Helsinki,2007,Finland,Russia,15.0
Helsinki,2007,Finland,Bosnia & Herzegovina,1.0
Helsinki,2007,Finland,Spain,2.0
Helsinki,2007,Finland,Ireland,4.0
Helsinki,2007,Finland,Finland,5.0
Helsinki,2007,Finland,Lithuania,9.0
Helsinki,2007,Finland,Greece,10.0
Helsinki,2007,Finland,Sweden,12.0
Helsinki,2007,Finland,France,13.0
Helsinki,2007,Finland,Latvia,14.0
Helsinki,2007,Finland,Turkey,22.0
Helsinki,2007,Finland,Slovenia,7.0
Helsinki,2007,Finland,Hungary,8.0
Helsinki,2007,Finland,North Macedonia,6.0
Helsinki,2007,Finland,Serbia,17.0
Helsinki,2007,Finland,Moldova,24.0
Helsinki,2007,Finland,Georgia,11.0
Helsinki,2007,Finland,Belarus,3.0
Helsinki,2007,Finland,Bulgaria,21.0
Athens,2006,Greece,Serbia & Montenegro,24.0
Athens,2006,Greece,Iceland,23.0
Athens,2006,Greece,Bulgaria,2.0
Athens,2006,Greece,Slovenia,3.0
Athens,2006,Greece,Andorra,4.0
Athens,2006,Greece,Belarus,5.0
Athens,2006,Greece,Albania,6.0
Athens,2006,Greece,Belgium,7.0
Athens,2006,Greece,Cyprus,9.0
Athens,2006,Greece,Monaco,10.0
Athens,2006,Greece,Poland,12.0
Athens,2006,Greece,Netherlands,17.0
Athens,2006,Greece,Portugal,19.0
Athens,2006,Greece,Estonia,21.0
Athens,2006,Greece,Armenia,1.0
Athens,2006,Greece,Ireland,8.0
Athens,2006,Greece,North Macedonia,11.0
Athens,2006,Greece,Russia,13.0
Athens,2006,Greece,Turkey,14.0
Athens,2006,Greece,Ukraine,15.0
Athens,2006,Greece,Finland,16.0
Athens,2006,Greece,Lithuania,18.0
Athens,2006,Greece,Sweden,20.0
Athens,2006,Greece,Bosnia & Herzegovina,22.0
Athens,2006,Greece,Croatia,20.0
Athens,2006,Greece,France,19.0
Athens,2006,Greece,Greece,16.0
Athens,2006,Greece,United Kingdom,15.0
Athens,2006,Greece,Romania,12.0
Athens,2006,Greece,Switzerland,1.0
Athens,2006,Greece,Moldova,2.0
Athens,2006,Greece,Israel,3.0
Athens,2006,Greece,Latvia,4.0
Athens,2006,Greece,Norway,5.0
Athens,2006,Greece,Spain,6.0
Athens,2006,Greece,Malta,7.0
Athens,2006,Greece,Germany,8.0
Athens,2006,Greece,Denmark,9.0
Athens,2006,Greece,Armenia,24.0
Athens,2006,Greece,Ireland,21.0
Athens,2006,Greece,North Macedonia,11.0
Athens,2006,Greece,Russia,10.0
Athens,2006,Greece,Turkey,23.0
Athens,2006,Greece,Ukraine,18.0
Athens,2006,Greece,Finland,17.0
Athens,2006,Greece,Lithuania,14.0
Athens,2006,Greece,Sweden,22.0
Athens,2006,Greece,Bosnia & Herzegovina,13.0
Kyiv,2005,Ukraine,Austria,1.0
Kyiv,2005,Ukraine,Poland,25.0
Kyiv,2005,Ukraine,Slovenia,23.0
Kyiv,2005,Ukraine,Ireland,22.0
Kyiv,2005,Ukraine,Bulgaria,21.0
Kyiv,2005,Ukraine,Andorra,18.0
Kyiv,2005,Ukraine,Finland,16.0
Kyiv,2005,Ukraine,Estonia,12.0
Kyiv,2005,Ukraine,Belgium,11.0
Kyiv,2005,Ukraine,Iceland,10.0
Kyiv,2005,Ukraine,Netherlands,9.0
Kyiv,2005,Ukraine,Belarus,8.0
Kyiv,2005,Ukraine,Monaco,6.0
Kyiv,2005,Ukraine,Portugal,3.0
Kyiv,2005,Ukraine,Lithuania,2.0
Kyiv,2005,Ukraine,Israel,7.0
Kyiv,2005,Ukraine,Latvia,5.0
Kyiv,2005,Ukraine,Moldova,4.0
Kyiv,2005,Ukraine,Denmark,24.0
Kyiv,2005,Ukraine,Croatia,20.0
Kyiv,2005,Ukraine,Switzerland,19.0
Kyiv,2005,Ukraine,North Macedonia,17.0
Kyiv,2005,Ukraine,Hungary,15.0
Kyiv,2005,Ukraine,Romania,14.0
Kyiv,2005,Ukraine,Norway,13.0
Kyiv,2005,Ukraine,France,24.0
Kyiv,2005,Ukraine,Bosnia & Herzegovina,21.0
Kyiv,2005,Ukraine,Russia,20.0
Kyiv,2005,Ukraine,Greece,19.0
Kyiv,2005,Ukraine,Germany,17.0
Kyiv,2005,Ukraine,Ukraine,16.0
Kyiv,2005,Ukraine,Sweden,14.0
Kyiv,2005,Ukraine,Serbia & Montenegro,12.0
Kyiv,2005,Ukraine,Spain,10.0
Kyiv,2005,Ukraine,Cyprus,9.0
Kyiv,2005,Ukraine,Albania,8.0
Kyiv,2005,Ukraine,Turkey,6.0
Kyiv,2005,Ukraine,Malta,3.0
Kyiv,2005,Ukraine,United Kingdom,2.0
Kyiv,2005,Ukraine,Denmark,13.0
Kyiv,2005,Ukraine,Croatia,18.0
Kyiv,2005,Ukraine,Switzerland,22.0
Kyiv,2005,Ukraine,North Macedonia,15.0
Kyiv,2005,Ukraine,Hungary,1.0
Kyiv,2005,Ukraine,Romania,4.0
Kyiv,2005,Ukraine,Norway,5.0
Kyiv,2005,Ukraine,Israel,11.0
Kyiv,2005,Ukraine,Latvia,23.0
Kyiv,2005,Ukraine,Moldova,7.0
Istanbul,2004,Turkey,Denmark,19.0
Istanbul,2004,Turkey,Estonia,17.0
Istanbul,2004,Turkey,Slovenia,16.0
Istanbul,2004,Turkey,Lithuania,12.0
Istanbul,2004,Turkey,Monaco,9.0
Istanbul,2004,Turkey,Portugal,7.0
Istanbul,2004,Turkey,Andorra,6.0
Istanbul,2004,Turkey,Israel,5.0
Istanbul,2004,Turkey,Latvia,4.0
Istanbul,2004,Turkey,Switzerland,3.0
Istanbul,2004,Turkey,Belarus,2.0
Istanbul,2004,Turkey,Finland,1.0
Istanbul,2004,Turkey,Serbia & Montenegro,20.0
Istanbul,2004,Turkey,Malta,8.0
Istanbul,2004,Turkey,Netherlands,22.0
Istanbul,2004,Turkey,Albania,13.0
Istanbul,2004,Turkey,Ukraine,11.0
Istanbul,2004,Turkey,Greece,10.0
Istanbul,2004,Turkey,North Macedonia,15.0
Istanbul,2004,Turkey,Bosnia & Herzegovina,21.0
Istanbul,2004,Turkey,Croatia,18.0
Istanbul,2004,Turkey,Cyprus,14.0
Istanbul,2004,Turkey,Spain,1.0
Istanbul,2004,Turkey,Austria,2.0
Istanbul,2004,Turkey,Norway,3.0
Istanbul,2004,Turkey,France,4.0
Istanbul,2004,Turkey,Serbia & Montenegro,5.0
Istanbul,2004,Turkey,Malta,6.0
Istanbul,2004,Turkey,Netherlands,7.0
Istanbul,2004,Turkey,Germany,8.0
Istanbul,2004,Turkey,Albania,9.0
Istanbul,2004,Turkey,Ukraine,10.0
Istanbul,2004,Turkey,Sweden,24.0
Istanbul,2004,Turkey,Greece,16.0
Istanbul,2004,Turkey,Iceland,17.0
Istanbul,2004,Turkey,Ireland,18.0
Istanbul,2004,Turkey,North Macedonia,15.0
Istanbul,2004,Turkey,Russia,14.0
Istanbul,2004,Turkey,Belgium,13.0
Istanbul,2004,Turkey,Bosnia & Herzegovina,12.0
Istanbul,2004,Turkey,Croatia,11.0
Istanbul,2004,Turkey,Romania,23.0
Istanbul,2004,Turkey,Turkey,22.0
Istanbul,2004,Turkey,Cyprus,21.0
Istanbul,2004,Turkey,United Kingdom,20.0
Istanbul,2004,Turkey,Poland,19.0
Riga,2003,Latvia,Slovenia,26.0
Riga,2003,Latvia,Sweden,25.0
Riga,2003,Latvia,Romania,24.0
Riga,2003,Latvia,Estonia,23.0
Riga,2003,Latvia,Belgium,22.0
Riga,2003,Latvia,Latvia,21.0
Riga,2003,Latvia,Poland,20.0
Riga,2003,Latvia,France,19.0
Riga,2003,Latvia,Norway,18.0
Riga,2003,Latvia,Greece,17.0
Riga,2003,Latvia,Ukraine,16.0
Riga,2003,Latvia,United Kingdom,15.0
Riga,2003,Latvia,Netherlands,14.0
Riga,2003,Latvia,Israel,13.0
Riga,2003,Latvia,Spain,12.0
Riga,2003,Latvia,Russia,11.0
Riga,2003,Latvia,Germany,10.0
Riga,2003,Latvia,Cyprus,9.0
Riga,2003,Latvia,Croatia,8.0
Riga,2003,Latvia,Portugal,7.0
Riga,2003,Latvia,Bosnia & Herzegovina,6.0
Riga,2003,Latvia,Malta,5.0
Riga,2003,Latvia,Turkey,4.0
Riga,2003,Latvia,Ireland,3.0
Riga,2003,Latvia,Austria,2.0
Riga,2003,Latvia,Iceland,1.0
Tallinn,2002,Estonia,Cyprus,1.0
Tallinn,2002,Estonia,United Kingdom,2.0
Tallinn,2002,Estonia,Austria,3.0
Tallinn,2002,Estonia,Greece,4.0
Tallinn,2002,Estonia,Spain,5.0
Tallinn,2002,Estonia,Croatia,6.0
Tallinn,2002,Estonia,Russia,7.0
Tallinn,2002,Estonia,Estonia,8.0
Tallinn,2002,Estonia,North Macedonia,9.0
Tallinn,2002,Estonia,Israel,10.0
Tallinn,2002,Estonia,Switzerland,11.0
Tallinn,2002,Estonia,Sweden,12.0
Tallinn,2002,Estonia,Finland,13.0
Tallinn,2002,Estonia,Denmark,14.0
Tallinn,2002,Estonia,Bosnia & Herzegovina,15.0
Tallinn,2002,Estonia,Belgium,16.0
Tallinn,2002,Estonia,France,17.0
Tallinn,2002,Estonia,Germany,18.0
Tallinn,2002,Estonia,Turkey,19.0
Tallinn,2002,Estonia,Malta,20.0
Tallinn,2002,Estonia,Romania,21.0
Tallinn,2002,Estonia,Slovenia,22.0
Tallinn,2002,Estonia,Latvia,23.0
Tallinn,2002,Estonia,Lithuania,24.0
Copenhagen,2001,Denmark,Denmark,23.0
Copenhagen,2001,Denmark,Greece,22.0
Copenhagen,2001,Denmark,Malta,21.0
Copenhagen,2001,Denmark,Estonia,20.0
Copenhagen,2001,Denmark,Germany,19.0
Copenhagen,2001,Denmark,Poland,18.0
Copenhagen,2001,Denmark,Slovenia,17.0
Copenhagen,2001,Denmark,United Kingdom,16.0
Copenhagen,2001,Denmark,Turkey,15.0
Copenhagen,2001,Denmark,France,14.0
Copenhagen,2001,Denmark,Spain,13.0
Copenhagen,2001,Denmark,Ireland,12.0
Copenhagen,2001,Denmark,Portugal,11.0
Copenhagen,2001,Denmark,Croatia,10.0
Copenhagen,2001,Denmark,Latvia,9.0
Copenhagen,2001,Denmark,Lithuania,8.0
Copenhagen,2001,Denmark,Sweden,7.0
Copenhagen,2001,Denmark,Russia,6.0
Copenhagen,2001,Denmark,Israel,5.0
Copenhagen,2001,Denmark,Norway,4.0
Copenhagen,2001,Denmark,Bosnia & Herzegovina,3.0
Copenhagen,2001,Denmark,Iceland,2.0
Copenhagen,2001,Denmark,Netherlands,1.0
Stockholm,2000,Sweden,Austria,24.0
Stockholm,2000,Sweden,Ireland,23.0
Stockholm,2000,Sweden,Turkey,22.0
Stockholm,2000,Sweden,Latvia,21.0
Stockholm,2000,Sweden,Finland,20.0
Stockholm,2000,Sweden,North Macedonia,19.0
Stockholm,2000,Sweden,Sweden,18.0
Stockholm,2000,Sweden,Croatia,17.0
Stockholm,2000,Sweden,Switzerland,16.0
Stockholm,2000,Sweden,Germany,15.0
Stockholm,2000,Sweden,Denmark,14.0
Stockholm,2000,Sweden,Spain,13.0
Stockholm,2000,Sweden,Iceland,12.0
Stockholm,2000,Sweden,Cyprus,11.0
Stockholm,2000,Sweden,Belgium,10.0
Stockholm,2000,Sweden,Russia,9.0
Stockholm,2000,Sweden,Norway,8.0
Stockholm,2000,Sweden,Malta,7.0
Stockholm,2000,Sweden,Romania,6.0
Stockholm,2000,Sweden,France,5.0
Stockholm,2000,Sweden,Estonia,4.0
Stockholm,2000,Sweden,United Kingdom,3.0
Stockholm,2000,Sweden,Netherlands,2.0
Stockholm,2000,Sweden,Israel,1.0
Jerusalem,1999,Israel,Lithuania,1.0
Jerusalem,1999,Israel,Belgium,2.0
Jerusalem,1999,Israel,Spain,3.0
Jerusalem,1999,Israel,Croatia,4.0
Jerusalem,1999,Israel,United Kingdom,5.0
Jerusalem,1999,Israel,Slovenia,6.0
Jerusalem,1999,Israel,Turkey,7.0
Jerusalem,1999,Israel,Norway,8.0
Jerusalem,1999,Israel,Denmark,9.0
Jerusalem,1999,Israel,France,10.0
Jerusalem,1999,Israel,Netherlands,11.0
Jerusalem,1999,Israel,Poland,12.0
Jerusalem,1999,Israel,Iceland,13.0
Jerusalem,1999,Israel,Cyprus,14.0
Jerusalem,1999,Israel,Sweden,15.0
Jerusalem,1999,Israel,Portugal,16.0
Jerusalem,1999,Israel,Ireland,17.0
Jerusalem,1999,Israel,Austria,18.0
Jerusalem,1999,Israel,Israel,19.0
Jerusalem,1999,Israel,Malta,20.0
Jerusalem,1999,Israel,Germany,21.0
Jerusalem,1999,Israel,Bosnia & Herzegovina,22.0
Jerusalem,1999,Israel,Estonia,23.0
Birmingham,1998,United Kingdom,North Macedonia,25.0
Birmingham,1998,United Kingdom,Turkey,24.0
Birmingham,1998,United Kingdom,Estonia,23.0
Birmingham,1998,United Kingdom,Norway,22.0
Birmingham,1998,United Kingdom,Finland,21.0
